number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_gamma_mode,params_gamma_val,params_layer_width,params_lr,params_model,params_n_layers,params_nu,state
0,0.20304568527918782,2026-05-24 11:17:22.258433,2026-05-24 11:17:25.817844,0 days 00:00:03.559411,tanh,128.0,0.02385234757844707,98.0,,,25.0,0.00010994335574766199,VAE,1.0,,COMPLETE
1,0.35816618911174786,2026-05-24 11:17:25.818010,2026-05-24 11:17:25.865104,0 days 00:00:00.047094,,,0.009860942908083906,,scale,,,,OCSVM,,0.004678719265016202,COMPLETE
2,0.14328808446455504,2026-05-24 11:17:25.865161,2026-05-24 11:17:25.875612,0 days 00:00:00.010451,,,0.06407866261851013,,float,0.0014234237430895472,,,OCSVM,,0.0028804169778805498,COMPLETE
3,0.14559068219633944,2026-05-24 11:17:25.875668,2026-05-24 11:17:27.767304,0 days 00:00:01.891636,elu,256.0,0.15255065745117377,60.0,,,80.0,0.00017541893487450815,AE,3.0,,COMPLETE
4,0.3116531165311653,2026-05-24 11:17:27.767387,2026-05-24 11:17:27.945446,0 days 00:00:00.178059,tanh,512.0,0.01811326544803337,27.0,,,94.0,0.0069782812651260325,AE,1.0,,COMPLETE
5,0.3548387096774194,2026-05-24 11:17:27.945528,2026-05-24 11:17:27.992461,0 days 00:00:00.046933,,,0.006620642015198968,,scale,,,,OCSVM,,0.004430357105538922,COMPLETE
6,0.2115987460815047,2026-05-24 11:17:27.992517,2026-05-24 11:17:28.052931,0 days 00:00:00.060414,,,0.05983542473217019,,float,0.21545535601027507,,,OCSVM,,0.002865832106246123,COMPLETE
7,0.10416666666666667,2026-05-24 11:17:28.052995,2026-05-24 11:17:30.279645,0 days 00:00:02.226650,relu,256.0,0.006680983417211186,79.0,,,85.0,0.0004470608546778491,VAE,1.0,,COMPLETE
8,0.27486910994764396,2026-05-24 11:17:30.279724,2026-05-24 11:17:30.409741,0 days 00:00:00.130017,,,0.01956661354644642,,float,0.02578254153018897,,,OCSVM,,0.05943176207886525,COMPLETE
9,0.2505694760820046,2026-05-24 11:17:30.409792,2026-05-24 11:17:30.847069,0 days 00:00:00.437277,relu,512.0,0.029133955052801898,26.0,,,55.0,0.00028681134821030097,VAE,1.0,,COMPLETE
10,0.0,2026-05-24 11:17:30.847148,2026-05-24 11:17:30.925715,0 days 00:00:00.078567,,,0.0010322851929145003,,scale,,,,OCSVM,,0.026920216985938796,COMPLETE
11,0.2961672473867596,2026-05-24 11:17:30.925770,2026-05-24 11:17:30.974845,0 days 00:00:00.049075,,,0.004915963769370817,,scale,,,,OCSVM,,0.006445459956128235,COMPLETE
12,0.2992957746478873,2026-05-24 11:17:30.974897,2026-05-24 11:17:31.023939,0 days 00:00:00.049042,,,0.0038216077946379894,,scale,,,,OCSVM,,0.001144537861838645,COMPLETE
13,0.14814814814814814,2026-05-24 11:17:31.023989,2026-05-24 11:17:31.077147,0 days 00:00:00.053158,,,0.002039975194106291,,scale,,,,OCSVM,,0.011512801504960559,COMPLETE
14,0.36764705882352944,2026-05-24 11:17:31.077187,2026-05-24 11:17:31.124240,0 days 00:00:00.047053,,,0.009116193748576387,,scale,,,,OCSVM,,0.004541881310134269,COMPLETE
