number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_gamma_mode,params_gamma_val,params_layer_width,params_lr,params_model,params_n_layers,params_nu,state
0,0.0,2026-05-24 10:51:15.295604,2026-05-24 10:51:17.435033,0 days 00:00:02.139429,tanh,128.0,0.02385234757844707,98.0,,,6.0,0.00010994335574766199,VAE,1.0,,COMPLETE
1,0.03496503496503497,2026-05-24 10:51:17.435113,2026-05-24 10:51:17.482093,0 days 00:00:00.046980,,,0.009860942908083906,,scale,,,,OCSVM,,0.004678719265016202,COMPLETE
2,0.0,2026-05-24 10:51:17.482148,2026-05-24 10:51:17.491300,0 days 00:00:00.009152,,,0.06407866261851013,,float,0.0014234237430895472,,,OCSVM,,0.0028804169778805498,COMPLETE
3,0.013966480446927373,2026-05-24 10:51:17.491348,2026-05-24 10:51:18.576448,0 days 00:00:01.085100,elu,256.0,0.15255065745117377,60.0,,,14.0,0.00017541893487450815,AE,3.0,,COMPLETE
4,0.0,2026-05-24 10:51:18.576532,2026-05-24 10:51:18.680027,0 days 00:00:00.103495,tanh,512.0,0.01811326544803337,27.0,,,16.0,0.0069782812651260325,AE,1.0,,COMPLETE
5,0.0,2026-05-24 10:51:18.680099,2026-05-24 10:51:18.730205,0 days 00:00:00.050106,,,0.006620642015198968,,scale,,,,OCSVM,,0.004430357105538922,COMPLETE
6,0.021645021645021644,2026-05-24 10:51:18.730249,2026-05-24 10:51:18.741222,0 days 00:00:00.010973,,,0.05983542473217019,,float,0.21545535601027507,,,OCSVM,,0.002865832106246123,COMPLETE
7,0.0,2026-05-24 10:51:18.741270,2026-05-24 10:51:19.917028,0 days 00:00:01.175758,relu,256.0,0.006680983417211186,79.0,,,15.0,0.0004470608546778491,VAE,1.0,,COMPLETE
8,0.0,2026-05-24 10:51:19.917106,2026-05-24 10:51:20.025842,0 days 00:00:00.108736,,,0.01956661354644642,,float,0.02578254153018897,,,OCSVM,,0.05943176207886525,COMPLETE
9,0.0,2026-05-24 10:51:20.025916,2026-05-24 10:51:20.239181,0 days 00:00:00.213265,relu,512.0,0.029133955052801898,26.0,,,10.0,0.00028681134821030097,VAE,1.0,,COMPLETE
10,0.0,2026-05-24 10:51:20.239261,2026-05-24 10:51:20.301022,0 days 00:00:00.061761,,,0.0010322851929145003,,scale,,,,OCSVM,,0.026920216985938796,COMPLETE
11,0.0,2026-05-24 10:51:20.301081,2026-05-24 10:51:20.340573,0 days 00:00:00.039492,,,0.004915963769370817,,scale,,,,OCSVM,,0.0010861357327938065,COMPLETE
12,0.015772870662460567,2026-05-24 10:51:20.340619,2026-05-24 10:51:20.390760,0 days 00:00:00.050141,,,0.09022035068963981,,float,1.0532910810101639,,,OCSVM,,0.007047437431660886,COMPLETE
13,0.0,2026-05-24 10:51:20.390817,2026-05-24 10:51:20.417534,0 days 00:00:00.026717,,,0.0021171002228790284,,float,0.44311409222652776,,,OCSVM,,0.0016152781872216697,COMPLETE
14,0.02531645569620253,2026-05-24 10:51:20.417588,2026-05-24 10:51:20.467657,0 days 00:00:00.050069,,,0.052022858334036734,,scale,,,,OCSVM,,0.011908505528716794,COMPLETE
