number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_contamination,params_epochs,params_gamma_mode,params_gamma_val,params_layer_width,params_lr,params_model,params_n_layers,params_nu,state
0,0.04149377593360996,2026-05-24 10:50:44.101684,2026-05-24 10:50:46.233624,0 days 00:00:02.131940,tanh,128.0,0.02385234757844707,98.0,,,6.0,0.00010994335574766199,VAE,1.0,,COMPLETE
1,0.03125,2026-05-24 10:50:46.233709,2026-05-24 10:50:46.251416,0 days 00:00:00.017707,,,0.009860942908083906,,scale,,,,OCSVM,,0.004678719265016202,COMPLETE
2,0.030927835051546393,2026-05-24 10:50:46.251463,2026-05-24 10:50:46.260361,0 days 00:00:00.008898,,,0.06407866261851013,,float,0.0014234237430895472,,,OCSVM,,0.0028804169778805498,COMPLETE
3,0.018518518518518517,2026-05-24 10:50:46.260407,2026-05-24 10:50:47.348912,0 days 00:00:01.088505,elu,256.0,0.15255065745117377,60.0,,,14.0,0.00017541893487450815,AE,3.0,,COMPLETE
4,0.05128205128205128,2026-05-24 10:50:47.348995,2026-05-24 10:50:47.457049,0 days 00:00:00.108054,tanh,512.0,0.01811326544803337,27.0,,,16.0,0.0069782812651260325,AE,1.0,,COMPLETE
5,0.03496503496503497,2026-05-24 10:50:47.457131,2026-05-24 10:50:47.473030,0 days 00:00:00.015899,,,0.006620642015198968,,scale,,,,OCSVM,,0.004430357105538922,COMPLETE
6,0.07462686567164178,2026-05-24 10:50:47.473076,2026-05-24 10:50:47.482579,0 days 00:00:00.009503,,,0.05983542473217019,,float,0.21545535601027507,,,OCSVM,,0.002865832106246123,COMPLETE
7,0.07042253521126761,2026-05-24 10:50:47.482626,2026-05-24 10:50:48.644670,0 days 00:00:01.162044,relu,256.0,0.006680983417211186,79.0,,,15.0,0.0004470608546778491,VAE,1.0,,COMPLETE
8,0.047619047619047616,2026-05-24 10:50:48.644749,2026-05-24 10:50:48.750793,0 days 00:00:00.106044,,,0.01956661354644642,,float,0.02578254153018897,,,OCSVM,,0.05943176207886525,COMPLETE
9,0.03663003663003663,2026-05-24 10:50:48.750849,2026-05-24 10:50:48.971603,0 days 00:00:00.220754,relu,512.0,0.029133955052801898,26.0,,,10.0,0.00028681134821030097,VAE,1.0,,COMPLETE
10,0.04424778761061947,2026-05-24 10:50:48.971682,2026-05-24 10:50:49.001794,0 days 00:00:00.030112,,,0.0010322851929145003,,float,1.6477393920512946,,,OCSVM,,0.0010407983813368587,COMPLETE
11,0.03787878787878788,2026-05-24 10:50:49.001853,2026-05-24 10:50:50.596812,0 days 00:00:01.594959,relu,256.0,0.0033171735644383572,89.0,,,12.0,0.0015168735523025366,VAE,2.0,,COMPLETE
12,0.019762845849802372,2026-05-24 10:50:50.596894,2026-05-24 10:50:51.694057,0 days 00:00:01.097163,leaky_relu,256.0,0.07003797309320725,68.0,,,8.0,0.0007724580660583059,VAE,2.0,,COMPLETE
13,0.03968253968253968,2026-05-24 10:50:51.694141,2026-05-24 10:50:54.561526,0 days 00:00:02.867385,relu,128.0,0.003557659699256351,72.0,,,16.0,0.0008699994420655201,VAE,3.0,,COMPLETE
14,0.018532246108228317,2026-05-24 10:50:54.561606,2026-05-24 10:50:54.881509,0 days 00:00:00.319903,leaky_relu,256.0,0.19932553932270766,48.0,,,4.0,0.003944479816467623,AE,1.0,,COMPLETE
